ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,market_cap_m,mcap_band,near_52w_low,shares_approximate,entry_price,outcome_7d,outcome_10d,outcome_30d,outcome_7d_date,outcome_10d_date,outcome_30d_date,delisted_or_acquired,notes,iwm_30d,alpha_30d,alpha_win,year
BRZE,"Braze, Inc.",2022-10-03,2022-09-16,2022-09-29,70456748,2,3310.1,$500M-$5B,False,False,38.650001525878906,-13.97,-23.7,-33.32,2022-10-10,2022-10-13,2022-11-02,False,,4.8438,-38.1638,False,2022
AZZ,Azz Inc,2022-10-17,2022-10-14,2022-10-14,209640,2,842.2,$500M-$5B,False,False,36.37211608886719,-3.47,2.84,6.36,2022-10-24,2022-10-27,2022-11-16,False,,7.0412,-0.6811999999999996,False,2022
PLAY,"Dave &amp; Buster'S Entertainment, Inc.",2022-10-18,2022-10-11,2022-10-14,1059287,3,1714.3,$500M-$5B,False,False,35.13999938964844,4.87,14.54,12.12,2022-10-25,2022-10-28,2022-11-17,False,,4.8056,7.314399999999999,True,2022
PRME,"Prime Medicine, Inc.",2022-10-26,2022-10-24,2022-10-24,27200000,2,1570.9,$500M-$5B,False,False,17.299999237060547,17.4,4.91,19.71,2022-11-02,2022-11-07,2022-11-25,False,,3.647,16.063000000000002,True,2022
BHVN,Biohaven Ltd.,2022-11-01,2022-10-25,2022-10-31,12978256,2,1078.9,$500M-$5B,False,False,14.6899995803833,5.99,10.76,12.53,2022-11-08,2022-11-11,2022-12-01,False,,1.8412,10.688799999999999,True,2022
SSP,E.W. Scripps Co,2022-11-07,2022-11-03,2022-11-03,6374022,8,848.6,$500M-$5B,False,False,8.691728591918945,24.05,25.17,20.33,2022-11-14,2022-11-17,2022-12-07,False,,0.0279,20.3021,True,2022
VRNS,Varonis Systems Inc,2022-11-07,2022-11-03,2022-11-07,1601536,3,1828.5,$500M-$5B,True,False,18.670000076293945,11.03,10.61,9.86,2022-11-14,2022-11-17,2022-12-07,False,,0.0279,9.832099999999999,True,2022
B,Barnes Group Inc,2022-11-08,2022-11-01,2022-11-07,2634596,2,724.0,$500M-$5B,False,False,14.078039169311523,4.23,1.76,10.52,2022-11-15,2022-11-18,2022-12-08,False,,0.7129,9.8071,True,2022
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",2022-11-09,2022-11-09,2022-11-09,581990,2,2101.8,$500M-$5B,False,False,26.224349975585938,-3.27,-3.99,-0.5,2022-11-16,2022-11-21,2022-12-09,False,,2.2848,-2.7848,False,2022
KD,"Kyndryl Holdings, Inc.",2022-11-09,2022-11-07,2022-11-08,1237657,2,2034.3,$500M-$5B,True,False,10.260000228881836,1.85,-1.17,2.73,2022-11-16,2022-11-21,2022-12-09,False,,2.2848,0.4451999999999998,True,2022
BW,"Babcock &amp; Wilcox Enterprises, Inc.",2022-11-14,2022-11-10,2022-11-10,346647,2,463.6,$200M-$500M,False,False,5.210000038146973,-5.57,-10.17,-2.3,2022-11-21,2022-11-25,2022-12-14,False,,-2.05,-0.25,False,2022
OPRT,Oportun Financial Corp,2022-11-14,2022-11-10,2022-11-10,595738,2,204.5,$200M-$500M,False,False,7.099999904632568,-15.77,-14.08,-22.54,2022-11-21,2022-11-25,2022-12-14,False,,-2.05,-20.49,False,2022
RPAY,Repay Holdings Corp,2022-11-14,2022-11-11,2022-11-11,281670,2,682.0,$500M-$5B,False,False,8.130000114440918,-6.03,1.97,-1.48,2022-11-21,2022-11-25,2022-12-14,False,,-2.05,0.5699999999999998,True,2022
CRSR,"Corsair Gaming, Inc.",2022-11-17,2022-11-15,2022-11-15,69999996,2,1695.4,$500M-$5B,False,False,17.049999237060547,-1.47,-5.22,-16.13,2022-11-25,2022-11-28,2022-12-19,False,,-5.3338,-10.796199999999999,False,2022
HLMN,Hillman Solutions Corp.,2022-11-30,2022-11-30,2022-11-30,1491325,2,1548.0,$500M-$5B,False,False,8.4399995803833,-6.64,-8.65,-14.57,2022-12-07,2022-12-12,2022-12-30,False,,-6.5141,-8.055900000000001,False,2022
GIII,G III Apparel Group Ltd /de/,2022-12-05,2022-12-05,2022-12-05,3381240,2,578.2,$500M-$5B,True,False,13.485950469970703,-1.69,-0.22,6.33,2022-12-12,2022-12-15,2023-01-04,False,,-3.5544,9.8844,True,2022
ERNA,Eterna Therapeutics Inc.,2022-12-06,2022-12-02,2022-12-02,1960378,2,4920.7,$500M-$5B,False,False,1751.25,-8.57,-19.49,-28.27,2022-12-13,2022-12-16,2023-01-05,False,,-3.1036,-25.1664,False,2022
PLAY,"Dave &amp; Buster'S Entertainment, Inc.",2022-12-12,2022-12-08,2022-12-08,747328,3,1728.8,$500M-$5B,False,False,35.61000061035156,-7.08,-2.08,14.86,2022-12-19,2022-12-22,2023-01-11,False,,1.5954,13.2646,True,2022
FRSH,Freshworks Inc.,2022-12-15,2022-12-13,2022-12-13,3756556,2,4212.2,$500M-$5B,False,False,14.68000030517578,-4.22,-6.13,10.35,2022-12-22,2022-12-27,2023-01-17,False,,6.3411,4.0089,True,2022
JBSS,Sanfilippo John B &amp; Son Inc,2023-02-03,2023-02-01,2023-02-01,699042,2,955.0,$500M-$5B,False,False,82.62855529785156,-2.24,-0.38,-4.56,2023-02-10,2023-02-13,2023-03-06,False,,-4.2083,-0.35169999999999924,False,2023
VERA,"Vera Therapeutics, Inc.",2023-02-08,2023-02-06,2023-02-06,13999993,2,319.2,$200M-$500M,False,False,7.28000020980835,8.1,10.44,1.24,2023-02-15,2023-02-21,2023-03-10,False,,-8.5824,9.8224,True,2023
RILY,"B. Riley Financial, Inc.",2023-02-09,2023-02-08,2023-02-08,6235716,2,959.9,$500M-$5B,False,False,34.8090705871582,7.68,-0.37,-24.59,2023-02-16,2023-02-21,2023-03-13,False,,-8.7506,-15.8394,False,2023
MLYS,"Mineralys Therapeutics, Inc.",2023-02-16,2023-02-14,2023-02-14,19100000,3,693.3,$500M-$5B,False,False,17.93000030517578,1.0,-4.46,-17.18,2023-02-23,2023-02-27,2023-03-20,False,,-9.9429,-7.2371,False,2023
TTI,Tetra Technologies Inc,2023-03-08,2023-03-07,2023-03-08,205800,2,437.5,$200M-$500M,True,False,3.3399999141693115,-17.07,-24.25,-8.68,2023-03-15,2023-03-20,2023-04-10,False,,-5.4671,-3.2128999999999994,False,2023
CUBI,"Customers Bancorp, Inc.",2023-03-14,2023-03-13,2023-03-14,606550,2,571.4,$500M-$5B,True,False,20.040000915527344,-1.35,-9.03,-9.53,2023-03-21,2023-03-24,2023-04-13,False,,1.3072,-10.8372,False,2023
RILY,"B. Riley Financial, Inc.",2023-03-16,2023-03-10,2023-03-15,477568,2,800.6,$500M-$5B,True,False,26.06664085388184,-3.59,-4.87,-0.34,2023-03-23,2023-03-27,2023-04-17,False,,1.9659,-2.3059,False,2023
GH,"Guardant Health, Inc.",2023-03-16,2023-03-13,2023-03-14,4950019,2,2901.3,$500M-$5B,True,False,27.940000534057617,-12.38,-12.92,-10.52,2023-03-23,2023-03-27,2023-04-17,False,,1.9659,-12.485899999999999,False,2023
ONEW,Onewater Marine Inc.,2023-03-22,2023-03-17,2023-03-20,730900,2,397.5,$200M-$500M,True,False,25.350000381469727,4.18,10.14,9.23,2023-03-29,2023-04-03,2023-04-21,False,,3.8308,5.3992,True,2023
BRT,Brt Apartments Corp.,2023-03-27,2023-03-21,2023-03-23,1864240,3,304.0,$200M-$500M,True,False,15.768699645996094,5.78,-0.32,-6.1,2023-04-03,2023-04-06,2023-04-26,False,,-1.3299,-4.770099999999999,False,2023
RIG,Transocean Ltd.,2023-04-25,2022-05-13,2022-05-13,30000000,2,4237.5,$500M-$5B,False,False,5.75,-0.35,7.13,9.39,2023-05-02,2023-05-05,2023-05-25,False,,0.6414,8.7486,True,2023
UNTY,Unity Bancorp Inc /nj/,2023-04-28,2023-04-26,2023-04-26,908792,2,227.5,$200M-$500M,True,False,21.68468475341797,-5.68,-4.8,0.22,2023-05-05,2023-05-08,2023-05-30,False,,0.1713,0.04869999999999999,True,2023
ZION,"Zions Bancorporation, National Association /ut/",2023-05-05,2023-05-01,2023-05-04,1235415,3,3128.1,$500M-$5B,False,False,21.56624794006348,-7.54,0.29,20.46,2023-05-12,2023-05-15,2023-06-05,False,,2.9407,17.5193,True,2023
SFNC,Simmons First National Corp,2023-05-15,2023-04-28,2023-05-12,587090,3,1742.9,$500M-$5B,True,False,13.381072998046877,9.97,9.64,19.44,2023-05-22,2023-05-25,2023-06-14,False,,6.6321,12.8079,True,2023
GCO,Genesco Inc,2023-05-30,2023-05-30,2023-05-30,288824,2,230.9,$200M-$500M,True,False,18.030000686645508,12.65,16.42,40.65,2023-06-06,2023-06-09,2023-06-29,False,,6.4935,34.1565,True,2023
ZD,"Ziff Davis, Inc.",2023-06-02,2023-05-30,2023-05-31,706820,2,3046.0,$500M-$5B,True,False,63.54999923706055,3.7,4.34,10.31,2023-06-09,2023-06-12,2023-07-03,False,,3.3786,6.9314,True,2023
SVRA,Savara Inc,2023-07-19,2023-07-17,2023-07-17,8999991,9,438.0,$200M-$500M,False,False,3.4800000190734863,-5.17,2.87,1.72,2023-07-26,2023-07-31,2023-08-18,False,,-6.1738,7.8938,True,2023
HPK,"Highpeak Energy, Inc.",2023-07-21,2023-07-19,2023-07-19,80364984,3,1418.9,$500M-$5B,False,False,14.426309585571287,-7.72,1.75,-5.34,2023-07-28,2023-07-31,2023-08-21,False,,-5.1836,-0.15639999999999965,False,2023
RILY,"B. Riley Financial, Inc.",2023-07-27,2023-07-25,2023-07-26,9049920,3,1424.5,$500M-$5B,False,False,50.35811996459961,-5.69,-0.91,-10.67,2023-08-03,2023-08-07,2023-08-28,False,,-4.2698,-6.4002,False,2023
VAC,Marriott Vacations Worldwide Corp,2023-08-08,2023-08-07,2023-08-07,768590,2,3694.5,$500M-$5B,True,False,103.27224731445312,-3.2,-5.06,-10.14,2023-08-15,2023-08-18,2023-09-07,False,,-4.5318,-5.608200000000001,False,2023
SABR,Sabre Corp,2023-08-09,2023-08-08,2023-08-09,936038,3,1690.2,$500M-$5B,False,False,5.440000057220459,-2.94,-4.23,-7.54,2023-08-16,2023-08-21,2023-09-08,False,,-3.9933,-3.5467,False,2023
EMBC,Embecta Corp.,2023-08-10,2023-08-10,2023-08-10,311094,3,1058.7,$500M-$5B,True,False,18.48712921142578,-10.95,-17.57,-21.71,2023-08-17,2023-08-21,2023-09-11,False,,-3.3347,-18.3753,False,2023
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",2023-08-21,2023-08-18,2023-08-21,527000,4,1802.1,$500M-$5B,True,False,17.556669235229492,-1.07,8.65,16.32,2023-08-28,2023-08-31,2023-09-20,False,,-2.4515,18.7715,True,2023
BVS,Bioventus Inc.,2023-08-22,2023-08-10,2023-08-18,967183,2,234.2,$200M-$500M,False,False,3.950000047683716,-9.62,-11.14,-26.33,2023-08-29,2023-09-01,2023-09-21,False,,-3.6773,-22.6527,False,2023
SOWG,Sow Good Inc.,2023-08-29,2023-08-25,2023-08-25,1200000,2,438.1,$200M-$500M,False,False,90.0,16.67,16.67,8.33,2023-09-05,2023-09-08,2023-09-28,False,,-5.2152,13.545200000000001,True,2023
MIRM,"Mirum Pharmaceuticals, Inc.",2023-09-12,2023-08-31,2023-09-11,4181256,2,1189.5,$500M-$5B,False,False,29.959999084472656,3.47,2.54,-6.41,2023-09-19,2023-09-22,2023-10-12,False,,-6.3384,-0.07160000000000011,False,2023
VIRT,"Virtu Financial, Inc.",2023-09-13,2023-09-13,2023-09-13,1110631,2,2533.7,$500M-$5B,True,False,16.51438331604004,-2.9,-2.68,0.39,2023-09-20,2023-09-25,2023-10-13,False,,-6.5043,6.894299999999999,True,2023
NMRA,"Neumora Therapeutics, Inc.",2023-09-29,2023-09-19,2023-09-28,28563747,2,2144.0,$500M-$5B,False,False,11.010000228881836,10.26,8.45,-0.36,2023-10-06,2023-10-09,2023-10-30,False,,-7.7119,7.3519,True,2023
BHVN,Biohaven Ltd.,2023-10-10,2023-10-05,2023-10-05,10499984,2,2092.6,$500M-$5B,False,False,27.700000762939453,0.79,-1.19,-0.29,2023-10-17,2023-10-20,2023-11-09,False,,-4.9611,4.6711,True,2023
SRRK,Scholar Rock Holding Corp,2023-10-18,2023-10-12,2023-10-16,30086736,2,530.2,$500M-$5B,False,False,7.5,20.27,53.67,61.73,2023-10-25,2023-10-30,2023-11-17,False,,4.0502,57.6798,True,2023
B,Barnes Group Inc,2023-11-07,2023-10-31,2023-11-03,2723669,2,752.6,$500M-$5B,True,False,14.30854034423828,3.56,3.56,14.17,2023-11-14,2023-11-17,2023-12-07,False,,7.9732,6.1968,True,2023
LXEO,"Lexeo Therapeutics, Inc.",2023-11-09,2023-11-07,2023-11-07,7499987,2,851.9,$500M-$5B,False,True,10.779999732971191,2.88,5.19,-6.4,2023-11-16,2023-11-20,2023-12-11,False,,11.9289,-18.3289,False,2023
DMLP,"Dorchester Minerals, L.P.",2023-11-13,2023-11-10,2023-11-10,350144,2,861.0,$500M-$5B,True,False,22.148324966430664,-0.07,1.3,6.23,2023-11-20,2023-11-24,2023-12-13,False,,14.2815,-8.051499999999999,False,2023
JANX,"Janux Therapeutics, Inc.",2023-11-15,2023-11-13,2023-11-13,14965929,3,405.4,$200M-$500M,False,False,8.819999694824219,3.29,13.83,17.57,2023-11-22,2023-11-27,2023-12-15,False,,10.2198,7.350200000000001,True,2023
AMRC,"Ameresco, Inc.",2023-11-16,2023-11-09,2023-11-14,1921999,2,1361.2,$500M-$5B,False,False,28.940000534057617,-1.42,-4.98,10.71,2023-11-24,2023-11-27,2023-12-18,False,,12.0707,-1.3606999999999996,False,2023
SCVL,Shoe Carnival Inc,2023-12-05,2023-12-01,2023-12-01,10391080,2,635.0,$500M-$5B,False,False,25.04200553894043,3.88,10.2,5.0,2023-12-12,2023-12-15,2024-01-04,False,,5.4996,-0.49960000000000004,False,2023
WVE,Wave Life Sciences Ltd.,2024-01-30,2023-12-07,2023-12-11,26500000,2,513.5,$500M-$5B,False,False,4.320000171661377,-6.02,-5.09,11.34,2024-02-06,2024-02-09,2024-02-29,False,,3.0449,8.2951,True,2024
SANA,"Sana Biotechnology, Inc.",2024-02-12,2024-02-08,2024-02-08,29999988,3,1242.4,$500M-$5B,False,False,6.269999980926514,29.82,29.03,57.1,2024-02-20,2024-02-22,2024-03-13,False,,1.355,55.745000000000005,True,2024
AMN,Amn Healthcare Services Inc,2024-02-28,2024-02-27,2024-02-28,1393326,2,2116.8,$500M-$5B,True,False,56.27000045776367,3.59,5.54,10.38,2024-03-06,2024-03-11,2024-04-01,False,,3.227,7.1530000000000005,True,2024
GEF,"Greif, Inc",2024-03-13,2024-03-05,2024-03-08,3450066,2,2821.9,$500M-$5B,True,False,58.83960723876953,3.03,5.92,0.43,2024-03-20,2024-03-25,2024-04-12,False,,-3.1673,3.5973,True,2024
GENK,"Gen Restaurant Group, Inc.",2024-03-13,2024-03-11,2024-03-11,2833172,4,402.0,$200M-$500M,True,False,7.446933746337891,29.33,36.4,27.33,2024-03-20,2024-03-25,2024-04-12,False,,-3.1673,30.4973,True,2024
BOLD,"Boundless Bio, Inc.",2024-04-04,2024-04-02,2024-04-02,9600000,3,290.6,$200M-$500M,False,False,13.220000267028809,-12.03,-18.38,-25.79,2024-04-11,2024-04-15,2024-05-06,False,,0.3632,-26.1532,False,2024
PEPG,Pepgen Inc.,2024-04-09,2022-05-10,2022-05-10,15559632,2,392.8,$200M-$500M,False,False,11.899999618530272,5.8,-11.47,12.1,2024-04-16,2024-04-19,2024-05-09,False,,-0.252,12.352,True,2024
SOWG,Sow Good Inc.,2024-04-12,2024-03-28,2024-03-28,1837514,4,1999.8,$500M-$5B,False,False,293.3999938964844,-11.4,-10.53,-44.27,2024-04-19,2024-04-22,2024-05-13,False,,3.0449,-47.3149,False,2024
CRMT,Americas Carmart Inc,2024-04-15,2024-04-04,2024-04-11,1474849,2,355.0,$200M-$500M,True,False,56.59999847412109,0.44,0.21,14.95,2024-04-22,2024-04-25,2024-05-15,False,,6.9772,7.972799999999999,True,2024
NEOG,Neogen Corp,2024-04-17,2024-04-10,2024-04-17,564101,3,2629.6,$500M-$5B,True,False,11.93000030517578,3.69,4.11,13.5,2024-04-24,2024-04-29,2024-05-17,False,,7.8135,5.6865,True,2024
BRT,Brt Apartments Corp.,2024-04-17,2024-04-03,2024-04-15,3113908,3,257.2,$200M-$500M,True,False,14.702146530151367,6.14,8.72,6.14,2024-04-24,2024-04-29,2024-05-17,False,,7.8135,-1.6735000000000007,False,2024
CTRI,"Centuri Holdings, Inc.",2024-04-22,2024-04-22,2024-04-22,635250,2,2105.8,$500M-$5B,False,False,24.61000061035156,1.63,-1.34,6.91,2024-04-29,2024-05-02,2024-05-22,False,,5.7757,1.1343000000000005,True,2024
KRRO,"Korro Bio, Inc.",2024-04-24,2024-04-22,2024-04-22,9999920,10,584.1,$500M-$5B,False,False,58.52999877929688,4.2,-3.5,-16.54,2024-05-01,2024-05-06,2024-05-24,False,,3.9255,-20.4655,False,2024
NBBK,"Nb Bancorp, Inc.",2024-05-01,2024-04-26,2024-04-29,318902,2,614.9,$500M-$5B,True,False,14.397966384887695,3.83,5.54,3.49,2024-05-08,2024-05-13,2024-05-31,False,,4.8189,-1.3289,False,2024
MAC,Macerich Co,2024-05-08,2024-05-06,2024-05-07,2110820,2,3301.8,$500M-$5B,False,False,14.328011512756348,2.84,-0.69,-2.65,2024-05-15,2024-05-20,2024-06-07,False,,-1.2661,-1.3839,False,2024
SHEN,Shenandoah Telecommunications Co/va/,2024-05-08,2024-05-07,2024-05-07,383940,2,878.0,$500M-$5B,False,False,16.81412124633789,3.57,4.39,4.15,2024-05-15,2024-05-20,2024-06-07,False,,-1.2661,5.4161,True,2024
VSTS,Vestis Corp,2024-05-14,2024-05-10,2024-05-14,351400,2,1638.5,$500M-$5B,False,False,12.64261531829834,-2.58,-5.95,-6.19,2024-05-21,2024-05-24,2024-06-13,False,,-2.1059,-4.0841,False,2024
BCRX,Biocryst Pharmaceuticals Inc,2024-05-15,2024-05-13,2024-05-14,368691,2,1312.6,$500M-$5B,False,False,6.46999979019165,2.94,-4.33,-4.64,2024-05-22,2024-05-28,2024-06-14,False,,-4.8488,0.2088000000000001,True,2024
RIG,Transocean Ltd.,2024-05-17,2024-05-15,2024-05-15,24040000,2,4942.1,$500M-$5B,False,False,6.239999771118164,-7.53,-2.08,-16.67,2024-05-24,2024-05-28,2024-06-17,False,,-3.422,-13.248000000000001,False,2024
SOC,Sable Offshore Corp.,2024-05-22,2024-05-20,2024-05-20,2748300,2,766.5,$500M-$5B,False,False,13.359999656677246,12.57,8.31,8.08,2024-05-29,2024-06-03,2024-06-21,False,,-2.745,10.825,True,2024
CMTG,"Claros Mortgage Trust, Inc.",2024-05-31,2024-05-24,2024-05-29,1538052,2,1047.1,$500M-$5B,True,False,7.919549465179443,-0.97,-0.6,-1.68,2024-06-07,2024-06-10,2024-07-01,False,,-1.9528,0.27280000000000015,True,2024
LEG,Leggett &amp; Platt Inc,2024-06-03,2024-05-30,2024-05-31,382647,2,1562.6,$500M-$5B,False,False,11.830825805664062,1.22,-7.48,-8.87,2024-06-10,2024-06-13,2024-07-03,False,,-1.0833,-7.7867,False,2024
UHG,"United Homes Group, Inc.",2024-06-11,2024-06-07,2024-06-10,12903230,4,277.2,$200M-$500M,True,False,6.539999961853027,-8.87,-11.62,-3.21,2024-06-18,2024-06-21,2024-07-11,False,,5.004,-8.213999999999999,False,2024
TXO,"Txo Partners, L.P.",2024-06-28,2024-06-28,2024-06-28,19560000,2,611.0,$500M-$5B,False,False,16.7982120513916,2.31,1.59,-4.0,2024-07-05,2024-07-08,2024-07-29,False,,9.2858,-13.2858,False,2024
TWFG,"Twfg, Inc.",2024-07-19,2024-07-19,2024-07-19,3556842,2,334.9,$200M-$500M,False,False,22.0,5.36,7.64,19.55,2024-07-26,2024-07-29,2024-08-19,False,,-0.7563,20.3063,True,2024
CTBI,Community Trust Bancorp Inc /ky/,2024-07-23,2024-01-02,2024-01-02,431414,2,857.2,$500M-$5B,False,False,47.28044128417969,1.71,-5.1,-5.26,2024-07-30,2024-08-02,2024-08-22,False,,-4.074,-1.186,False,2024
RIG,Transocean Ltd.,2024-08-05,2024-08-02,2024-08-02,20920000,2,4386.1,$500M-$5B,True,False,5.050000190734863,3.17,3.56,-18.02,2024-08-12,2024-08-15,2024-09-04,False,,5.3363,-23.356299999999997,False,2024
OEC,Orion S.A.,2024-08-08,2024-08-07,2024-08-07,622121,2,1051.1,$500M-$5B,True,False,17.99209976196289,-4.84,-5.17,-10.56,2024-08-15,2024-08-19,2024-09-09,False,,0.7685,-11.3285,False,2024
NVST,Envista Holdings Corp,2024-08-14,2024-08-12,2024-08-13,906708,2,3035.2,$500M-$5B,True,False,18.030000686645508,-0.11,2.16,7.65,2024-08-21,2024-08-26,2024-09-13,False,,4.911,2.7390000000000008,True,2024
VYX,Ncr Voyix Corp,2024-08-15,2024-08-08,2024-08-13,490025,3,1860.8,$500M-$5B,False,False,12.859999656677246,-1.56,4.59,3.65,2024-08-22,2024-08-26,2024-09-16,False,,2.6269,1.0231,True,2024
VYX,Ncr Voyix Corp,2024-08-28,2024-08-13,2024-08-27,462893,2,1958.2,$500M-$5B,False,False,13.779999732971191,-7.11,-10.3,-0.44,2024-09-04,2024-09-09,2024-09-27,False,,1.7591,-2.1991,False,2024
RIG,Transocean Ltd.,2024-09-13,2024-09-12,2024-09-12,12390000,2,3615.7,$500M-$5B,True,False,4.440000057220459,2.25,2.48,-4.5,2024-09-20,2024-09-23,2024-10-14,False,,3.1456,-7.6456,False,2024
BTSG,"Brightspring Health Services, Inc.",2024-09-13,2024-09-11,2024-09-11,258661156,2,2374.7,$500M-$5B,False,False,13.920000076293944,5.82,7.83,9.84,2024-09-20,2024-09-23,2024-10-14,False,,3.1456,6.6944,True,2024
MBX,"Mbx Biosciences, Inc.",2024-09-17,2024-09-16,2024-09-16,112000000,13,684.9,$500M-$5B,False,False,21.0,9.48,14.05,10.29,2024-09-24,2024-09-27,2024-10-17,False,,3.4099,6.880099999999999,True,2024
BCAX,Bicara Therapeutics Inc.,2024-09-18,2024-09-16,2024-09-17,34254000,2,1331.8,$500M-$5B,False,False,24.600000381469727,6.91,3.54,-10.73,2024-09-25,2024-09-30,2024-10-18,False,,3.1761,-13.9061,False,2024
VRDN,"Viridian Therapeutics, Inc.de",2024-09-30,2024-09-27,2024-09-27,616312,2,1737.1,$500M-$5B,False,False,23.61000061035156,-1.48,-6.82,-6.1,2024-10-07,2024-10-10,2024-10-30,False,,0.249,-6.348999999999999,False,2024
CAMP,Camp4 Therapeutics Corp,2024-10-22,2024-10-15,2024-10-15,47999952,4,212.6,$200M-$500M,False,False,11.0,3.36,-8.64,-47.45,2024-10-29,2024-11-01,2024-11-21,False,,5.9568,-53.406800000000004,False,2024
TYRA,"Tyra Biosciences, Inc.",2024-11-13,2024-10-30,2024-11-08,19988020,2,796.5,$500M-$5B,False,False,16.34000015258789,-2.88,-0.98,-8.57,2024-11-20,2024-11-25,2024-12-13,False,,-0.8677,-7.7023,False,2024
NGNE,Neurogene Inc.,2024-11-25,2024-11-22,2024-11-22,1460400,2,331.5,$200M-$500M,False,False,26.8700008392334,-8.56,-18.16,-10.31,2024-12-02,2024-12-05,2024-12-26,False,,-6.6213,-3.6887000000000008,False,2024
DMLP,"Dorchester Minerals, L.P.",2024-12-05,2024-12-03,2024-12-03,911177,2,1355.1,$500M-$5B,False,False,28.694190979003903,-1.2,-1.44,2.95,2024-12-12,2024-12-16,2025-01-06,False,,-6.9153,9.865300000000001,True,2024
SCVL,Shoe Carnival Inc,2024-12-09,2024-12-06,2024-12-06,19362610,2,888.8,$500M-$5B,False,False,34.140316009521484,-1.68,-4.74,-14.12,2024-12-16,2024-12-19,2025-01-08,False,,-6.7783,-7.3416999999999994,False,2024
UHG,"United Homes Group, Inc.",2024-12-13,2024-12-11,2024-12-11,4750000,2,261.3,$200M-$500M,True,False,4.599999904632568,-9.13,-8.04,-10.43,2024-12-20,2024-12-23,2025-01-13,False,,-4.9144,-5.5156,False,2024
