ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,opportunistic_count,routine_insiders,insider_details,insider_vwap,market_cap_m,mcap_band,price,high_52w,low_52w,drawdown_52w_pct,near_52w_low,pre_cluster_close,pre_cluster_crash_pct,cmp_reliable,shares_approximate,entry_price,outcome_7d,outcome_10d,outcome_30d,outcome_60d,outcome_90d,outcome_180d,outcome_7d_date,outcome_10d_date,outcome_30d_date,outcome_60d_date,outcome_90d_date,outcome_180d_date,iwm_7d,iwm_10d,iwm_30d,iwm_60d,iwm_90d,iwm_180d,alpha_7d,alpha_10d,alpha_30d,alpha_60d,alpha_90d,alpha_180d,delisted_or_acquired,notes
GCO,Genesco Inc.,2023-06-09,2023-05-30,2023-06-09,854718,4,4,,"[{""name"": ""Vaughn Mimi Eckel"", ""role"": ""Board Chair, Pres, CEO"", ""date"": ""2023-05-30"", ""price"": 18.85, ""value"": 188549.0}, {""name"": ""George Thomas"", ""role"": ""SVP-Finance, CFO"", ""date"": ""2023-05-30"", ""price"": 18.56, ""value"": 100275.0}, {""name"": ""Diamond Matthew C"", ""role"": ""Dir"", ""date"": ""2023-06-05"", ""price"": 17.85, ""value"": 312375.0}, {""name"": ""Sandfort Gregory A"", ""role"": ""Dir"", ""date"": ""2023-06-09"", ""price"": 22.05, ""value"": 253519.0}]",19.25,271.5,$200M-$500M,20.989999771118164,65.30999755859375,17.8799991607666,-67.9,False,31.51000022888184,-38.9,True,False,21.440000534057617,8.54,10.12,18.89,34.93,43.14,37.5,2023-06-16,2023-06-20,2023-07-10,2023-08-08,2023-09-07,2023-12-06,0.0753,-0.3606,1.1141,3.9182,-0.7912,-0.4716,8.4647,10.4806,17.7759,31.0118,43.9312,37.9716,False,
HPK,"HighPeak Energy, Inc.",2023-07-19,2023-07-19,2023-07-19,23660931,4,4,,"[{""name"": ""Oldham Larry"", ""role"": ""Dir"", ""date"": ""2023-07-19"", ""price"": 10.5, ""value"": 299250.0}, {""name"": ""Hollis Michael L."", ""role"": ""Pres"", ""date"": ""2023-07-19"", ""price"": 10.5, ""value"": 11996691.0}, {""name"": ""Woodard Rodney L"", ""role"": ""COO"", ""date"": ""2023-07-19"", ""price"": 10.5, ""value"": 1365000.0}, {""name"": ""Hightower Jack"", ""role"": ""CEO, 10%"", ""date"": ""2023-07-19"", ""price"": 10.5, ""value"": 9999990.0}]",10.5,1410.1,$500M-$3B,12.459525108337402,28.86717796325684,10.434610366821287,-56.8,False,13.438071250915527,-21.9,True,False,13.166790962219238,5.81,11.48,4.23,21.03,31.28,-1.97,2023-07-26,2023-07-31,2023-08-18,2023-09-18,2023-10-17,2024-01-16,0.7074,1.8608,-5.3465,-6.505,-9.8979,-1.354,5.1026,9.6192,9.5765,27.535,41.1779,-0.616,False,
RILY,"BRC Group Holdings, Inc.",2023-07-26,2023-07-25,2023-07-26,9599920,4,4,,"[{""name"": ""Riley Bryant R"", ""role"": ""COB, Co-CEO, 10%"", ""date"": ""2023-07-25"", ""price"": 55.0, ""value"": 3999985.0}, {""name"": ""Paulson Randall E"", ""role"": ""Dir"", ""date"": ""2023-07-25"", ""price"": 55.0, ""value"": 275000.0}, {""name"": ""Moore Andrew"", ""role"": ""CEO B. Riley Securities, Inc."", ""date"": ""2023-07-25"", ""price"": 55.0, ""value"": 275000.0}, {""name"": ""Riley Bryant R"", ""role"": ""COB, Co-CEO, 10%"", ""date"": ""2023-07-26"", ""price"": 55.0, ""value"": 3999985.0}, {""name"": ""Paulson Randall E"", ""role"": ""Dir"", ""date"": ""2023-07-26"", ""price"": 55.0, ""value"": 275000.0}, {""name"": ""Moore Andrew"", ""role"": ""CEO B. Riley Securities, Inc."", ""date"": ""2023-07-26"", ""price"": 55.0, ""value"": 275000.0}, {""name"": ""Kelleher Thomas J /Adv"", ""role"": ""Co-CEO"", ""date"": ""2023-07-26"", ""price"": 55.0, ""value"": 499950.0}]",55.0,1499.8,$500M-$3B,53.30604553222656,52.77415466308594,22.119007110595703,1.0,False,52.77415466308594,4.2,True,False,50.62856674194336,-4.72,-1.44,-18.08,-23.49,-30.6,-62.59,2023-08-02,2023-08-07,2023-08-25,2023-09-25,2023-10-24,2024-01-22,0.6137,0.196,-5.1155,-8.488,-13.7524,2.2001,-5.3337,-1.636,-12.9645,-15.002,-16.8476,-64.7901,False,
SABR,Sabre Corporation,2023-08-09,2023-08-08,2023-08-09,936038,3,3,,"[{""name"": ""Ekert Kurt Joseph"", ""role"": ""CEO, Pres"", ""date"": ""2023-08-08"", ""price"": 5.34, ""value"": 534000.0}, {""name"": ""Bruder Ann J."", ""role"": ""EVP, GC"", ""date"": ""2023-08-08"", ""price"": 5.33, ""value"": 133230.0}, {""name"": ""Randolfi Michael O"", ""role"": ""EVP, CFO"", ""date"": ""2023-08-09"", ""price"": 5.38, ""value"": 268808.0}]",5.35,1690.2,$500M-$3B,5.090000152587891,8.149999618530273,3.069999933242798,-37.5,False,4.889999866485596,9.4,True,False,5.440000057220459,-2.94,-4.23,-7.54,-29.78,-38.51,-25.92,2023-08-16,2023-08-21,2023-09-08,2023-10-09,2023-11-07,2024-02-05,-2.5587,-3.3242,-3.5654,-8.3386,-9.5502,1.4827,-0.3813,-0.9058,-3.9746,-21.4414,-28.9598,-27.4027,False,
EMBC,Embecta Corp.,2023-08-10,2023-08-10,2023-08-10,311094,3,3,,"[{""name"": ""Kurdikar Devdatt"", ""role"": ""Pres, CEO"", ""date"": ""2023-08-10"", ""price"": 21.81, ""value"": 109050.0}, {""name"": ""Mann Jeffrey Z"", ""role"": ""SVP, GC, Head Corp. Dev., Secy"", ""date"": ""2023-08-10"", ""price"": 21.67, ""value"": 101849.0}, {""name"": ""Elguicze Jacob"", ""role"": ""SVP, CFO"", ""date"": ""2023-08-10"", ""price"": 21.66, ""value"": 100195.0}]",21.72,1058.7,$500M-$3B,18.478252410888672,30.99327087402344,17.528602600097656,-40.4,True,19.676410675048828,10.4,True,False,18.48712730407715,-10.95,-17.57,-21.71,-28.87,-25.68,-15.06,2023-08-17,2023-08-21,2023-09-11,2023-10-09,2023-11-08,2024-02-06,-3.8431,-3.4609,-3.4714,-8.4682,-10.6407,2.2527,-7.1069,-14.1091,-18.2386,-20.4018,-15.0393,-17.3127,False,
SKIN,SkinHealth Systems Inc.,2023-08-17,2023-08-16,2023-08-17,1218250,5,5,,"[{""name"": ""Few Julius"", ""role"": ""Dir"", ""date"": ""2023-08-16"", ""price"": 6.1, ""value"": 124792.0}, {""name"": ""Schillinger Doug K."", ""role"": ""Dir"", ""date"": ""2023-08-16"", ""price"": 6.11, ""value"": 201538.0}, {""name"": ""Saunders Brent L"", ""role"": ""Chairman"", ""date"": ""2023-08-16"", ""price"": 6.1, ""value"": 362372.0}, {""name"": ""Miller Brian Christopher"", ""role"": ""Dir"", ""date"": ""2023-08-17"", ""price"": 5.81, ""value"": 348600.0}, {""name"": ""Capellas Michael D"", ""role"": ""Dir"", ""date"": ""2023-08-17"", ""price"": 6.03, ""value"": 180948.0}]",6.01,766.7,$500M-$3B,5.78000020980835,13.699999809265137,6.03000020980835,-57.8,True,7.800000190734863,-22.9,True,False,6.420000076293945,-5.3,-5.3,-4.21,-20.25,-70.4,-54.75,2023-08-24,2023-08-28,2023-09-18,2023-10-16,2023-11-15,2024-02-13,-0.7744,0.5361,-1.2239,-5.8586,-2.73,6.2769,-4.5256,-5.8361,-2.9861,-14.3914,-67.67,-61.0269,False,
MRCY,"Mercury Systems, Inc.",2023-08-18,2023-08-18,2023-08-18,2427485,3,3,,"[{""name"": ""Krone Roger A"", ""role"": ""Dir"", ""date"": ""2023-08-18"", ""price"": 38.5, ""value"": 577524.0}, {""name"": ""Lance Howard L"", ""role"": ""Dir"", ""date"": ""2023-08-18"", ""price"": 37.83, ""value"": 349963.0}, {""name"": ""Ballhaus William L"", ""role"": ""Pres, CEO"", ""date"": ""2023-08-18"", ""price"": 37.57, ""value"": 1499998.0}]",37.82,2183.9,$500M-$3B,37.52999877929688,56.18999862670898,31.5,-33.2,False,38.18000030517578,-0.9,True,False,38.0099983215332,3.45,6.24,2.5,1.71,-9.89,-19.63,2023-08-25,2023-08-28,2023-09-18,2023-10-17,2023-11-16,2024-02-14,-0.2061,0.6834,-1.0793,-4.6691,-4.1623,8.9045,3.6561,5.5566,3.5793,6.3791,-5.7277,-28.5345,False,
FWRD,Forward Air Corporation,2023-08-18,2023-08-17,2023-08-18,1906785,6,6,,"[{""name"": ""Allen Ronald W"", ""role"": ""Dir"", ""date"": ""2023-08-17"", ""price"": 64.06, ""value"": 128120.0}, {""name"": ""Nayak Chitra"", ""role"": ""Dir"", ""date"": ""2023-08-17"", ""price"": 63.76, ""value"": 102016.0}, {""name"": ""Schmitt Thomas"", ""role"": ""Pres, CEO"", ""date"": ""2023-08-17"", ""price"": 62.7, ""value"": 1006335.0}, {""name"": ""Tucker Laurie Anne"", ""role"": ""Dir"", ""date"": ""2023-08-17"", ""price"": 61.23, ""value"": 244920.0}, {""name"": ""Carlock Craig"", ""role"": ""Dir"", ""date"": ""2023-08-18"", ""price"": 64.84, ""value"": 103744.0}, {""name"": ""Campbell C Robert"", ""role"": ""Dir"", ""date"": ""2023-08-18"", ""price"": 64.33, ""value"": 321650.0}]",63.03,1670.3,$500M-$3B,64.34384155273438,119.1356964111328,63.17811965942383,-46.0,True,110.25016021728516,-42.8,True,False,64.92172241210938,9.28,8.79,6.31,18.6,-0.61,-36.62,2023-08-25,2023-08-28,2023-09-18,2023-10-17,2023-11-16,2024-02-14,-0.2061,0.6834,-1.0793,-4.6691,-4.1623,8.9045,9.4861,8.1066,7.3893,23.2691,3.5523,-45.5245,False,
HASI,"HA Sustainable Infrastructure Capital, Inc.",2023-08-21,2023-08-18,2023-08-21,527000,4,4,,"[{""name"": ""Chuslo Steven"", ""role"": ""EVP, GC"", ""date"": ""2023-08-18"", ""price"": 20.93, ""value"": 104650.0}, {""name"": ""McMahon Daniel K."", ""role"": ""EVP"", ""date"": ""2023-08-18"", ""price"": 21.19, ""value"": 211850.0}, {""name"": ""Rose Nathaniel"", ""role"": ""EVP, CIO"", ""date"": ""2023-08-18"", ""price"": 21.01, ""value"": 105050.0}, {""name"": ""Pangburn Marc T."", ""role"": ""CFO"", ""date"": ""2023-08-21"", ""price"": 21.09, ""value"": 105450.0}]",21.08,1802.1,$500M-$3B,16.610198974609375,34.328643798828125,17.198545455932617,-51.6,True,20.1573429107666,4.6,True,False,17.556669235229492,-1.07,8.65,16.32,-13.81,20.14,30.33,2023-08-28,2023-08-31,2023-09-20,2023-10-20,2023-11-20,2024-02-20,0.9846,2.6002,-2.1596,-9.0349,-1.9901,9.0932,-2.0546,6.0498,18.4796,-4.7751,22.1301,21.2368,False,
BHVN,Biohaven Ltd.,2023-10-05,2023-10-04,2023-10-05,20902068,4,4,,"[{""name"": ""Bailey Gregory"", ""role"": ""Dir"", ""date"": ""2023-10-04"", ""price"": 22.57, ""value"": 402094.0}, {""name"": ""Childs John W"", ""role"": ""Dir"", ""date"": ""2023-10-05"", ""price"": 22.0, ""value"": 9999990.0}, {""name"": ""Coric Vlad"", ""role"": ""CEO"", ""date"": ""2023-10-05"", ""price"": 22.0, ""value"": 9999990.0}, {""name"": ""Buten Matthew"", ""role"": ""CFO"", ""date"": ""2023-10-05"", ""price"": 22.0, ""value"": 499994.0}]",22.01,1934.0,$500M-$3B,24.149999618530277,26.40999984741211,8.300000190734863,-8.6,False,26.01000022888184,-15.4,True,False,24.020000457763672,8.78,14.03,20.11,41.3,67.32,111.45,2023-10-12,2023-10-16,2023-11-06,2023-12-04,2024-01-03,2024-04-02,-0.7514,0.0116,-0.3988,8.0289,12.6659,18.9369,9.5314,14.0184,20.5088,33.2711,54.6541,92.5131,False,
CFFN,"Capitol Federal Financial, Inc.",2023-10-27,2023-10-27,2023-10-27,312179,3,3,,"[{""name"": ""Ricketts Carlton A."", ""role"": ""Dir"", ""date"": ""2023-10-27"", ""price"": 5.2, ""value"": 104000.0}, {""name"": ""Jackson Rick C"", ""role"": ""EVP"", ""date"": ""2023-10-27"", ""price"": 5.13, ""value"": 102600.0}, {""name"": ""Morris James G."", ""role"": ""Dir"", ""date"": ""2023-10-27"", ""price"": 5.03, ""value"": 105579.0}]",5.12,570.1,$500M-$3B,4.194081783294678,7.284911155700684,3.6144118309021,-42.4,False,4.262277603149414,20.1,True,False,4.304901123046875,11.36,12.36,4.91,36.33,28.88,5.73,2023-11-03,2023-11-06,2023-11-27,2023-12-26,2024-01-25,2024-04-24,6.9769,5.6404,9.5764,25.5891,20.5864,21.9475,4.3831,6.7196,-4.6664,10.7409,8.2936,-16.2175,False,
TBI,"TrueBlue, Inc.",2023-11-06,2023-10-26,2023-11-06,322660,3,3,,"[{""name"": ""Owen Taryn R"", ""role"": ""CEO, Pres"", ""date"": ""2023-10-26"", ""price"": 11.06, ""value"": 110600.0}, {""name"": ""Kreidler Robert C."", ""role"": ""Dir"", ""date"": ""2023-10-31"", ""price"": 11.07, ""value"": 110700.0}, {""name"": ""Lontoh Sonita"", ""role"": ""Dir"", ""date"": ""2023-11-06"", ""price"": 12.67, ""value"": 101360.0}]",11.52,397.3,$200M-$500M,12.760000228881836,21.63999938964844,10.6899995803833,-41.0,False,14.75,-21.9,True,False,12.470000267028809,2.65,7.54,14.68,15.24,6.01,-15.08,2023-11-13,2023-11-16,2023-12-06,2024-01-05,2024-02-05,2024-05-06,-1.4735,2.4345,7.1986,12.9636,12.1979,19.8492,4.1235,5.1055,7.4814,2.2764,-6.1879,-34.9292,False,
B,B,2023-11-07,2023-10-31,2023-11-07,3862484,3,3,,"[{""name"": ""Hook Thomas J"", ""role"": ""Pres, CEO"", ""date"": ""2023-10-31"", ""price"": 20.98, ""value"": 2621980.0}, {""name"": ""Knoll Jay B"", ""role"": ""SVP, Gen. Counsel, Secretary"", ""date"": ""2023-11-03"", ""price"": 22.6, ""value"": 101689.0}, {""name"": ""Manner Hans-Peter"", ""role"": ""Dir"", ""date"": ""2023-11-07"", ""price"": 22.78, ""value"": 1138815.0}]",21.52,752.6,$500M-$3B,14.865036964416504,19.0391845703125,13.023332595825195,-21.9,True,15.930866241455078,35.1,True,False,14.30854034423828,3.56,3.56,14.17,17.28,0.58,11.29,2023-11-14,2023-11-17,2023-12-07,2024-01-08,2024-02-05,2024-05-06,5.0568,4.9567,9.1364,16.2367,13.4066,21.1403,-1.4968,-1.3967,5.0336,1.0433,-12.8266,-9.8503,False,
RILY,"BRC Group Holdings, Inc.",2023-11-17,2023-11-10,2023-11-17,962285,3,3,,"[{""name"": ""Antin Robert L"", ""role"": ""Dir"", ""date"": ""2023-11-10"", ""price"": 25.75, ""value"": 643850.0}, {""name"": ""D Agostino Robert P"", ""role"": ""Dir"", ""date"": ""2023-11-17"", ""price"": 21.23, ""value"": 106143.0}, {""name"": ""Paulson Randall E"", ""role"": ""Dir"", ""date"": ""2023-11-17"", ""price"": 21.23, ""value"": 212292.0}]",24.05,643.8,$500M-$3B,21.0495662689209,53.3060417175293,20.22313690185547,-60.5,True,38.18598556518555,-37.0,True,False,23.99477195739746,-15.96,-23.1,-13.92,-7.14,-29.08,31.93,2023-11-24,2023-11-27,2023-12-18,2024-01-16,2024-02-15,2024-05-15,0.0,-0.3346,9.9147,6.8085,14.4201,17.5161,-15.96,-22.7654,-23.8347,-13.9485,-43.5001,14.4139,False,
RILY,"BRC Group Holdings, Inc.",2023-12-15,2023-11-17,2023-12-15,722827,3,3,,"[{""name"": ""D Agostino Robert P"", ""role"": ""Dir"", ""date"": ""2023-11-17"", ""price"": 21.23, ""value"": 106143.0}, {""name"": ""Paulson Randall E"", ""role"": ""Dir"", ""date"": ""2023-11-17"", ""price"": 21.23, ""value"": 212292.0}, {""name"": ""Kelleher Thomas J /Adv"", ""role"": ""Co-CEO"", ""date"": ""2023-12-15"", ""price"": 20.22, ""value"": 404392.0}]",20.65,602.0,$500M-$3B,19.682836532592773,53.3060417175293,17.228496551513672,-63.1,True,31.95641326904297,-35.4,True,False,20.65494537353516,-6.29,-9.97,7.88,-12.72,-16.31,11.35,2023-12-22,2023-12-26,2024-01-16,2024-02-13,2024-03-14,2024-06-12,2.5918,3.9259,-2.826,-0.9063,2.8718,4.2861,-8.8818,-13.8959,10.706,-11.8137,-19.1818,7.0639,False,
